date,country,operator,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground
1908-09-17 17:18:00,Virginia,U.S. Army,Wright Flyer III,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1909-09-07 00:00:00,France,unknown,Wright Byplane,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1912-07-12 06:30:00,New Jersey,U.S. Navy,Dirigible,5.0,0.0,5.0,5.0,0.0,5.0,0.0
1913-08-06 00:00:00,Canada,Private,Curtiss seaplane,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1913-09-09 18:30:00,Over the North Sea,German Navy,Zeppelin L-1 (airship),20.0,17.0,3.0,14.0,12.0,2.0,0.0
1913-10-17 10:30:00,Germany,German Navy,Zeppelin L-2 (airship),28.0,24.0,4.0,28.0,24.0,4.0,0.0
1915-03-05 01:00:00,Belgium,German Navy,Zeppelin L-8 (airship),41.0,0.0,41.0,17.0,0.0,17.0,0.0
1915-09-03 15:20:00,Germany,German Navy,Zeppelin L-10 (airship),19.0,16.0,3.0,19.0,16.0,3.0,0.0
1916-07-28 00:00:00,Bulgeria,German Army,Schutte-Lanz S-L-10 (airship),20.0,17.0,3.0,20.0,17.0,3.0,0.0
1916-09-24 01:00:00,England,German Navy,Zeppelin L-32 (airship),22.0,19.0,3.0,22.0,18.0,4.0,0.0
1916-10-01 23:45:00,England,German Navy,Zeppelin L-31 (airship),19.0,0.0,19.0,19.0,0.0,19.0,0.0
1916-11-21 00:00:00,Germany,German Army,Super Zeppelin (airship),28.0,24.0,4.0,27.0,23.0,4.0,0.0
1916-11-28 23:45:00,England,German Navy,Zeppelin L-34 (airship),20.0,17.0,3.0,20.0,17.0,3.0,0.0
1917-03-04 00:00:00,Belgium,German Army,Airship,20.0,17.0,3.0,20.0,17.0,3.0,0.0
1917-03-30 00:00:00,Off Northern Germany,German Navy,Schutte-Lanz S-L-9 (airship),23.0,20.0,3.0,23.0,19.0,4.0,0.0
1917-05-14 05:15:00,North Sea,German Navy,Zeppelin L-22 (airship),21.0,18.0,3.0,21.0,18.0,3.0,0.0
1917-06-14 08:45:00,North Sea,German Navy,Zeppelin L-43 (airship),24.0,21.0,3.0,24.0,20.0,4.0,0.0
1917-06-17 00:00:00,England,unknown,Zepplin L-48 (air ship),16.0,14.0,2.0,14.0,12.0,2.0,0.0
1917-08-21 07:00:00,Off western Denmark,German Navy,Zeppelin L-23 (airship),18.0,15.0,3.0,18.0,15.0,3.0,0.0
1917-10-20 07:45:00,France,German Navy,Zeppelin L-44 (airship),18.0,15.0,3.0,18.0,15.0,3.0,0.0
1918-04-07 21:30:00,Over the Mediterranean,German Navy,Zeppelin L-59 (airship),23.0,20.0,3.0,23.0,19.0,4.0,0.0
1918-08-05 00:00:00,Germany,German Navy,Zeppelin L-70 (airship),22.0,19.0,3.0,22.0,18.0,4.0,0.0
1918-08-11 10:00:00,North Sea,German Navy,Zeppelin L-53 (airship),19.0,16.0,3.0,19.0,16.0,3.0,0.0
1918-12-16 00:00:00,New Jersey,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-05-25 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-07-19 00:00:00,Pennsylvania,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-07-21 16:55:00,Illinois,Wingfoot Air Express Goodyear Tire,FD Type Dirigible,0.0,0.0,0.0,3.0,2.0,1.0,10.0
1919-08-02 00:00:00,Italy,Caproni Company,Caproni Ca.48,14.0,12.0,2.0,14.0,12.0,2.0,0.0
1919-10-02 00:00:00,England,Aircraft Transport and Travel,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-10-14 00:00:00,Maryland,US Aerial Mail Service,Curtiss R-4LM,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-10-20 00:00:00,Kent,Aircraft Transport and Travel,De Havilland DH-4,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1919-10-30 00:00:00,New Jersey,US Aerial Mail Service,De Havilland DH.4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1919-12-11 00:00:00,UK,Aircraft Travel Transport,de Havilland DH-4,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1920-03-10 00:00:00,Indiana,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-03-30 00:00:00,New Jersey,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-04-10 00:00:00,New Jersey,US Aerial Mail Service,Curtiss R-4LM,2.0,1.0,1.0,1.0,0.0,1.0,0.0
1920-04-11 00:00:00,New Jersey,US Aerial Mail Service,Curtiss JN-4H,2.0,1.0,1.0,1.0,0.0,1.0,0.0
1920-05-12 00:00:00,Iowa,US Aerial Mail Service,De Havilland DH-4,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1920-06-06 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-07-20 00:00:00,Columbia,Compañia Colombiana de Navegación Aérea,Farman F-40,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1920-08-16 00:00:00,England,By Air,Armstrong-Whitworth F-K-8,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-08-16 00:00:00,Maryland,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-09-01 00:00:00,New Jersey,US Aerial Mail Service,Junkers JL-6,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1920-09-15 00:00:00,Ohio,US Aerial Mail Service,Junkers F-13,2.0,2.0,0.0,2.0,2.0,0.0,0.0
1920-09-27 00:00:00,Pennsylvania,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-10-02 00:00:00,France,Latecoere Airlines,Salmson 2-A-2,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1920-10-05 00:00:00,Spain,Latecoere Airlines,Breguet 14,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1920-10-15 00:00:00,Illinois,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-11-07 00:00:00,Wyoming,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1920-12-14 12:15:00,England,Handley Page Transport,Handley Page HP-16,8.0,6.0,2.0,4.0,2.0,2.0,0.0
1920-12-24 00:00:00,Spain,Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-02-03 00:00:00,Minnisota,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-02-09 00:00:00,Wisconsin,US Aerial Mail Service,Junkers F-13,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1921-02-15 00:00:00,Off Gibraltar,Aeropostale,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1921-02-22 00:00:00,Nevada,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-04-06 00:00:00,Australia,Royal Australian Air Force,Avro 504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921-04-21 00:00:00,NY,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-04-29 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-05-17 00:00:00,Wyoming,US Aerial Mail Service,"De Havilland DH-4De Havilland DH-4",1.0,0.0,1.0,1.0,0.0,1.0,0.0
1921-08-14 00:00:00,France,Aeropostale,Breguet 14,2.0,2.0,0.0,2.0,2.0,0.0,0.0
1921-08-24 17:40:00,England,Royal Airship Works,Royal Airship Works ZR-2 (airship),49.0,0.0,49.0,43.0,0.0,43.0,1.0
1921-09-06 00:00:00,France,Franco-Roumaine,Potez IX,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1921-12-05 00:00:00,Australia,West Australian Airways,Bristol 28 Tourer,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1922-01-14 00:00:00,France,Handley Page Transport,Handley Page O/10,5.0,4.0,1.0,5.0,4.0,1.0,5.0
1922-02-21 00:00:00,Virginia,U.S. Army Air Service,Dirigible Roma (airship),45.0,39.0,6.0,34.0,29.0,5.0,0.0
1922-03-22 11:40:00,North Atlantic Ocean,Aero Limited,Aeromarine Model 85 (flying boat),6.0,5.0,1.0,5.0,5.0,0.0,0.0
1922-04-07 13:15:00,France,Daimler Airways / Grands Express Aeriens,de Havilland DH-18 / Farman F-60 Goliath,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1922-04-08 00:00:00,China,unknown,unknown,17.0,0.0,17.0,17.0,0.0,17.0,0.0
1922-06-03 00:00:00,England,Cie des Messageries Aeriennes,Bleriot Spad 27,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1922-07-04 00:00:00,Germany,unknown,LVG C VI,3.0,2.0,1.0,2.0,1.0,1.0,0.0
1922-07-16 16:45:00,France,Compagnie Franco-Roumaine de Navigaation Aerienne,Potez 29,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1922-07-26 00:00:00,Spain,Grands Express Aeriens,Breguet 14,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1922-09-07 00:00:00,Indiana,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1922-10-02 00:00:00,Italy,de Havilland Air Service,de Havilland DH-9,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1922-10-25 00:00:00,Morocco,Grands Express Aeriens,Breguet 14,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1922-12-03 00:00:00,Morocco,Grands Express Aeriens,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-01-10 00:00:00,France,Amee de l'Air,Lioré-et-Olivier H-13,4.0,2.0,2.0,3.0,1.0,2.0,0.0
1923-01-17 00:00:00,Spain,Grands Express Aeriens,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-01-18 00:00:00,Wyoming,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-02-26 00:00:00,Pennsylvania,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-05-14 13:42:00,France,Grands Express Aeriens (Air Union),Farman F-60 Goliath,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1923-08-27 17:30:00,United Kingdom,Air Union,Farman F.60 Goliath,11.0,9.0,2.0,1.0,1.0,0.0,0.0
1923-08-27 00:00:00,Romania,Campagnie France Roumaine,Blériot Spad 46,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1923-09-07 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-09-14 18:00:00,England,Daimler Airways,de Havilland DH-34,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1923-11-18 00:00:00,Russia,CCCP,Junkers F-13,5.0,2.0,3.0,3.0,1.0,2.0,0.0
1923-12-06 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1923-12-23 02:30:00,Over the Mediterranean Sea,French Navy,Zeppelin Dixmunde (airship),52.0,45.0,7.0,52.0,44.0,8.0,0.0
1923-12-24 00:00:00,WY,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924-03-07 00:00:00,Pennsylvania,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924-04-24 00:00:00,Over the English Channel,KLM Royal Dutch Airlines,Fokker F.III,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1924-06-08 00:00:00,Colombia,SCADTA,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1924-08-01 00:00:00,United States,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924-11-06 00:00:00,France,Grands Express Aeriens,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924-12-21 00:00:00,Indiana,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1924-12-24 12:00:00,England,Imperial Airways,de Havilland DH-34B,8.0,7.0,1.0,8.0,7.0,1.0,0.0
1925-03-22 00:00:00,USSR,Zakavia,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1925-04-25 00:00:00,Spain,Grands Express Aeriens,Breguet 14,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1925-06-25 00:00:00,France,KLM Royal Dutch Airlines,Fokker (KLM)  F.III,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1925-06-26 00:00:00,Spain,Grands Express Aeriens,Lioré-et-Olivier LeO H-13,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1925-07-20 00:00:00,Spain,Lignes Aeriennes Latecoere,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1925-07-24 00:00:00,Hungary,CIDNA,Potez IX,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1925-09-03 05:30:00,Ohio,U.S. Navy,Dirigible ZR-1 Shenandoah (airship),43.0,0.0,43.0,14.0,0.0,14.0,0.0
1925-09-07 00:00:00,France,CIDNA,Spad 33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925-10-01 00:00:00,Ohio,US Aerial Mail Service,De Havilland DH-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1925-11-14 00:00:00,Mauritania,Lignes Aeriennes Latecoere,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1925-11-14 00:00:00,France,Air Union,Farman F-60 Goliath,2.0,2.0,0.0,2.0,2.0,0.0,0.0
1926-02-12 00:00:00,Ohio,US Aerial Mail Service,Curtiss Carrier Pigeon,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1926-03-08 00:00:00,Germany,Deutche Lufthansa,Junkers F-13,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1926-05-31 00:00:00,English Channel,Air Union,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1926-07-03 00:00:00,Czechoslovakia,Compagnie Internationale de Navigation Aérienne,Caudron C-61,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1926-07-09 09:30:00,Belgium,KLM Royal Dutch Airlines,Fokker F7,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1926-07-24 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1926-08-18 00:00:00,England,Air Union,Bleriot 155,15.0,13.0,2.0,3.0,2.0,1.0,0.0
1926-09-26 00:00:00,New York,unknown,Sikorsky S-25,5.0,4.0,1.0,2.0,2.0,0.0,0.0
1926-10-02 15:27:00,Unied Kingdom,Air Union,Bleriot 155,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1926-10-08 00:00:00,Germany,Deutsche Lufthansa,Fokker FG III,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1926-10-21 13:15:00,English Channel,Imperial Airways,Handley Page W-10,12.0,10.0,2.0,0.0,0.0,0.0,0.0
1926-11-11 08:00:00,Morocco,Grands Express Aeriens,Breguet 14,3.0,3.0,0.0,3.0,3.0,0.0,0.0
1926-12-16 00:00:00,Oregon,Pacific Air Transport,Ryan M-1,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-01-12 00:00:00,France,Fokker,Fokker F-VII,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1927-03-20 00:00:00,Morocco,Grands Express Aeriens,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-03-24 00:00:00,Australia,Qantas,de Havilland DH-9C,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1927-04-15 00:00:00,Idaho,Varney Air Lines,"SwallowSwallow",1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-04-22 00:00:00,Germany,Deutsche Lufthansa,Fokker FG III,2.0,1.0,1.0,2.0,1.0,1.0,0.0
1927-04-22 00:00:00,Indiana,US Aerial Mail Service,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-05-02 00:00:00,Algeria,Air Union,SPCA Meteore 63,3.0,0.0,3.0,1.0,0.0,1.0,0.0
1927-07-27 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1927-08-22 08:30:00,England,KLM Royal Dutch Airlines,Fokker F-VIII,11.0,9.0,2.0,1.0,0.0,1.0,0.0
1927-09-03 00:00:00,Connecticut,Colonial Air Transport,Fokker Universal,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-09-17 00:00:00,New Jersey,Reynolds Airways,Fokker F-VII,12.0,11.0,1.0,7.0,6.0,1.0,0.0
1927-09-17 04:05:00,Atlantic Ocean,Private,Fokker F7,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1927-09-23 10:00:00,Germany,Deutsche Lufthansa,Dornier Merkur,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1927-10-06 00:00:00,Mauritania,Lignes Aeriennes Latecoere,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1927-10-30 00:00:00,New Jersey,Colonial Air Transport,Fairchild FC-2,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1927-11-08 00:00:00,France,CIDNA,Farman F-121 Jabiru,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-11-16 00:00:00,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1927-11-29 00:00:00,Indiana,National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-12-28 00:00:00,Spain,Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1927-12-31 00:00:00,"Near Marseille,France",Latecoere Airlines,Latécoère 23 (flying boat),5.0,0.0,5.0,5.0,0.0,5.0,0.0
1928-01-08 00:00:00,New York,Colonial Western Airlines,Fairchild FC-2,3.0,1.0,2.0,3.0,1.0,2.0,0.0
1928-01-16 00:00:00,Uruguay,Aeropostale,Latecoere 25,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1928-01-22 00:00:00,Ariège,Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-01-22 00:00:00,Spain,Aeropostale,Breguet 14,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1928-01-27 00:00:00,Spain,Aeropostale,Breguet 14,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-02-26 00:00:00,Nebraska,Boeing Air Transport,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1928-03-11 00:00:00,France,Air Union,Farman F-60 Goliath,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1928-04-17 00:00:00,Wyoming,Boeing Air Transport,Boeing 40,2.0,1.0,1.0,1.0,1.0,0.0,0.0
1928-04-19 00:00:00,Spain,Iberia Airlines,Rohrbach Roland,9.0,7.0,2.0,9.0,7.0,2.0,0.0
1928-05-07 00:00:00,Brazil,Aeropostale,Latecoere 26,5.0,3.0,2.0,1.0,1.0,0.0,0.0
1928-05-12 00:00:00,Minnesota,Ford Air Freight Inc.,Ford 4,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1928-05-26 00:00:00,Germany,Deutsche Lufthansa,Junkers F-13,5.0,4.0,1.0,3.0,2.0,1.0,0.0
1928-06-14 00:00:00,Germany,Deutsche Lufthansa,AEGK,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1928-06-22 00:00:00,Kansas,National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-07-10 00:00:00,Over the Gulf of Finland,Aero O-Y,Junkers F-13,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1928-07-13 00:00:00,England,Imperial Airways,Vickers 74 Vulcan,6.0,5.0,1.0,4.0,4.0,0.0,0.0
1928-07-24 14:48:00,Netherlands,KLM Royal Dutch Airlines,Fokker (KLM) F.III,6.0,5.0,1.0,1.0,1.0,0.0,0.0
1928-08-25 11:00:00,Canada,British Columbia Airways,Ford 4-AT-B Tri Motor,7.0,5.0,2.0,7.0,5.0,2.0,0.0
1928-09-02 09:15:00,France,CIDNA,Bleriot Spad 33,5.0,2.0,3.0,5.0,2.0,3.0,0.0
1928-09-04 00:00:00,Australia,Qantas,de Havilland DH.50J,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1928-09-04 11:30:00,Idaho,National Parks Airways,Fokker Super Universal,7.0,6.0,1.0,7.0,6.0,1.0,0.0
1928-09-06 00:00:00,Germany,Deutsche Lufthansa,Fokker FG III,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1928-10-04 00:00:00,Spain,Aeropostale,Breguet 14,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1928-10-18 00:00:00,Pennsylvania,National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-10-31 00:00:00,France,Air Union,Bleriot Spad 56,2.0,1.0,1.0,1.0,0.0,1.0,0.0
1928-11-15 00:00:00,Off Gibraltar,Aeropostale,Latecoere 32,3.0,0.0,3.0,1.0,0.0,1.0,0.0
1928-11-24 00:00:00,Ohio,Universal Airlines,Hamilton H-47,3.0,2.0,1.0,3.0,2.0,1.0,0.0
1928-11-25 00:00:00,Ohio,Continental Air Lines,Travel Air 4000,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-11-25 00:00:00,Ohio,National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-12-01 10:00:00,Texas,Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1928-12-03 08:00:00,"Near Rio de Janeiro,Brazil",Syndicato Condor,Dornier Wal,14.0,9.0,5.0,14.0,9.0,5.0,0.0
1928-12-10 10:45:00,Washington,Spokane Airways,Ford Tri-motor 4,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1928-12-11 00:00:00,Germany,Deutsche Lufthansa,Junkers G-31,4.0,1.0,3.0,3.0,0.0,3.0,0.0
1928-12-20 00:00:00,Ohio,National Air Transport,Douglas M-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1928-12-23 00:00:00,Tennessee,Interstate Airlines,Fairchild FC-2,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1928-12-31 00:00:00,France,CIDNA,Blériot Spad 66,3.0,2.0,1.0,2.0,2.0,0.0,0.0
1929-01-05 00:00:00,Connecticut,Colonial Air Transport,Fairchild FC-2,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-01-18 00:00:00,Oregon,Varney Air Lines,Stearman C-38,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-01-25 00:00:00,Greece,Aeroespresso,CMASA Wal,9.0,7.0,2.0,9.0,7.0,2.0,0.0
1929-01-31 00:00:00,Off Morocco,Aeropostale,Latecoere 26,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1929-01-31 00:00:00,West Virginia,Skyline Transportation Company,Travel Air 4000,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-03-17 17:00:00,New Jersey,Colonial Western Airlines,Ford 5-AT-B Tri Motor,15.0,13.0,2.0,14.0,13.0,1.0,0.0
1929-03-30 09:18:00,California,New Standard Airlines,Fokker F-VIIA,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1929-04-21 11:45:00,California,U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,6.0,3.0,3.0,6.0,3.0,3.0,0.0
1929-05-09 00:00:00,Mexico,Mexicana,Ford Tri-motor 4,5.0,4.0,1.0,5.0,4.0,1.0,0.0
1929-05-18 00:00:00, Pest Hungary,MALERT,Fokker F-III,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1929-05-22 00:00:00,Algiers,Aeropostale,Cams 53,6.0,3.0,3.0,5.0,3.0,2.0,0.0
1929-06-13 08:00:00,Cuba,Pan American Airways,Fokker F-X,5.0,1.0,4.0,2.0,1.0,1.0,0.0
1929-06-14 00:00:00,Spain,Aeropostale,Breguet 14,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1929-06-17 11:30:00,England,Imperial Airways,Handley Page W-10,13.0,11.0,2.0,7.0,7.0,0.0,0.0
1929-06-24 00:00:00,Minnesota,Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,8.0,6.0,2.0,1.0,0.0,1.0,0.0
1929-06-29 21:00:00,Germany,Bodensee Aerolloyd,Domier Delphin III (flying boat),5.0,4.0,1.0,5.0,4.0,1.0,0.0
1929-06-29 00:00:00,Ohio,Continental Air Lines,Travel Air 4000,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-08-11 00:00:00,New Mexico,Middle States Airlines,Lockheed 5 Vega,4.0,2.0,2.0,4.0,2.0,2.0,0.0
1929-08-24 00:00:00,Russia,Ukvozduchput,Kalinin K-4,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-08-24 00:00:00,Germany,Deutsche Lufthansa,Fokker FG II,5.0,4.0,1.0,4.0,3.0,1.0,0.0
1929-09-02 00:00:00,California,Associated Aviators,Lockheed Vega,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1929-09-03 11:01:00,New Mexico,Trans Continental Air Transport,Ford 5-AT-B Tri Motor,8.0,5.0,3.0,8.0,5.0,3.0,0.0
1929-09-06 00:00:00,Iran,Imperial Airways,de Havilland DH-66 Hercules,5.0,2.0,3.0,3.0,1.0,2.0,0.0
1929-09-14 00:00:00,North Atlantic Ocean,Aeropostale,Latecoere 25,6.0,4.0,2.0,6.0,4.0,2.0,0.0
1929-09-14 18:00:00,Ontario,Skyways,Travel Air 6000,6.0,5.0,1.0,6.0,5.0,1.0,0.0
1929-09-17 00:00:00,Connecticut,Colonial Air Transport,Pitcairn PA-6 Mailwing,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-09-17 00:00:00,Morocco,Aeropostale,Latecoere 25-3-R,5.0,3.0,2.0,5.0,3.0,2.0,0.0
1929-09-17 00:00:00,California,Pickwick Airways,Fairchild 71,2.0,0.0,2.0,1.0,0.0,1.0,0.0
1929-10-26 18:00:00,Italy,Imperial Airways,Short Calcutta (flying boat),7.0,5.0,2.0,7.0,5.0,2.0,0.0
1929-10-29 00:00:00,Ohio,Continental Air Lines,Stearman C-38,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-10-31 00:00:00,Washington,Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,2.0,0.0,2.0,2.0,0.0,2.0,0.0
1929-11-04 07:00:00,Mexico,Corp. Aeronautica de Transportes,Lockheed Vega 5,4.0,3.0,1.0,4.0,3.0,1.0,0.0
1929-11-06 10:10:00,England,Deutsche Lufthansa,Junkers G-24,8.0,4.0,4.0,7.0,3.0,4.0,0.0
1929-11-16 09:35:00,France,Air Union,Liore et Olivier 190,3.0,0.0,3.0,3.0,0.0,3.0,0.0
1929-11-20 00:00:00,East Sardinia,S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,12.0,9.0,3.0,1.0,1.0,0.0,0.0
1929-11-30 00:00:00,Washington,Varney Air Lines,Stearman M-2 Speedmail,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1929-12-02 00:00:00,Ohio,National Air Transport,Douglas M-3,1.0,0.0,1.0,1.0,0.0,1.0,0.0
