date,country,operator,ac_type,all_aboard,PASAJEROS A BORDO,crew_aboard,cantidad de fallecidos,passenger_fatalities,crew_fatalities,ground
2004-10-24 16:30:00,Virginia,Hendrick Motorsports Inc.,Beech 200 Super King Air,10.0,8.0,2.0,10.0,8.0,2.0,0.0
2004-11-18 13:02:00,Venezuela,Venezolana,BAe 3101 Jetstream 31,21.0,19.0,2.0,3.0,3.0,0.0,0.0
2004-11-21 08:20:00,China,China Eastern Airlines,Bombardier CRJ200,53.0,47.0,6.0,53.0,47.0,6.0,0.0
2004-11-22 06:15:00,Texas,Business Jet Services,Grumman Gulfstream G3,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2004-11-27 08:20:00,Afghanstan,Air Taxi,CASA 212-CC,6.0,3.0,3.0,6.0,3.0,3.0,0.0
2004-11-28 09:55:00,Colorado,Charter,Canadair CL-601-2A12 Challenger,6.0,3.0,3.0,3.0,1.0,2.0,0.0
2004-11-30 18:14:00,Indonesia,Lion Air,McDonnell-Douglas MD-82,163.0,156.0,7.0,25.0,23.0,2.0,0.0
2004-12-10 00:00:00,Venezuela,Guardia Nacional de Venezuela,PZL-Mielec M28,16.0,13.0,3.0,16.0,13.0,3.0,0.0
2004-12-11 00:00:00,Saudi Arabia,Airline Transport,Ilyushin II-76TD,7.0,0.0,7.0,1.0,0.0,1.0,0.0
2004-12-11 05:30:00,Brazil,NHR Táxi-Aéreo,Embraer EMB-110 Bandeirante,2.0,0.0,2.0,2.0,0.0,2.0,1.0
2005-01-13 16:10:00,Russia,Tura Air Enterprise,Antonov AN-2,9.0,7.0,2.0,9.0,7.0,2.0,0.0
2005-01-13 00:00:00,Colombia,Colombian government,Black Hawk helicopter,20.0,18.0,2.0,20.0,18.0,2.0,0.0
2005-01-13 22:18:00,New Hampshire,AirNow,Embraer EMB-110 Bandeirante,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2005-01-26 01:20:00,Iraq,U.S. Marines,CH53E Sea Stallion,31.0,29.0,2.0,31.0,29.0,2.0,0.0
2005-01-27 08:10:00,Hungary,Farnair Hungary,Let 410UVP-E4,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2005-01-30 16:30:00,Iraq,Royal Air Force,Lockheed Hercules C.1,10.0,8.0,2.0,10.0,8.0,2.0,0.0
2005-02-03 17:00:00,Afghanistan,Kam Air,Boeing B-737-200,104.0,96.0,8.0,104.0,96.0,8.0,0.0
2005-02-03 08:07:00,Sudan,Air West,Ilyushin 76TD,7.0,0.0,7.0,7.0,0.0,7.0,0.0
2005-02-16 09:13:00,Colorado,Charter,Cessna 560 Citation V,8.0,6.0,2.0,8.0,6.0,2.0,0.0
2005-02-22 13:22:00,New Guinea,Missionary Aviation Fellowship,de Havilland DHC-6 Twin Otter 300,13.0,10.0,3.0,2.0,0.0,2.0,0.0
2005-02-22 07:15:00,Indonesia,Indonesian National Police,CASA 212 Aviocar,18.0,14.0,4.0,15.0,11.0,4.0,0.0
2005-03-08 09:23:00,Venezuela,Air Global,Cessna 500 Citation I,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2005-03-15 00:15:00,United Kingdom,Loganair,Pilatus-Britten Norman BN-2B-26 Islander,2.0,1.0,1.0,2.0,1.0,1.0,0.0
2005-03-16 13:57:00,Russia,Regional Airlines,Antonov 24,52.0,45.0,7.0,28.0,26.0,2.0,0.0
2005-03-23 23:07:00,Tanzania,Air Transport,Ilyushin IL-76TD,8.0,0.0,8.0,8.0,0.0,8.0,0.0
2005-03-26 10:15:00,Colombia,West Caribbean Airways,Let-410UVP-E,14.0,12.0,2.0,8.0,6.0,2.0,0.0
2005-03-31 20:00:00,Albania,U.S. Air Force,Lockheed Hercules MC-130H,9.0,0.0,9.0,9.0,0.0,9.0,0.0
2005-04-12 12:10:00,Indonesia,GT Air,de Havilland Canada DHC-6 Twin Otter 100,18.0,15.0,3.0,18.0,15.0,3.0,0.0
2005-04-20 22:15:00,Iran,Saha Airline Services,Boeing B-707-3J9C,169.0,157.0,12.0,3.0,3.0,0.0,0.0
2005-04-21 00:00:00,Iraq,Bulgarian,Mil Mi-8,11.0,9.0,2.0,11.0,9.0,2.0,0.0
2005-04-28 11:28:00,Peru,Fuerza Del Peru,Let 410UVP,13.0,11.0,2.0,13.0,11.0,2.0,0.0
2005-05-02 22:14:00,New Zealand,Airwork NZ,Swearingen SA.227AC Metro III,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2005-05-05 13:30:00,Democratic Republic Congo,Kisangani Airlift,Antonov AN-26,11.0,7.0,4.0,10.0,6.0,4.0,0.0
2005-05-07 11:45:00,Australia,Aero-Tropics,Swearingen SA-227AC Metro III,15.0,13.0,2.0,15.0,13.0,2.0,0.0
2005-05-16 12:20:00,Argentina,Charter,Beech 65-A80 Queenaire,10.0,9.0,1.0,10.0,9.0,1.0,0.0
2005-05-18 13:27:00,Zambia,Zambia Air Force,Yunshuji Y-12,13.0,8.0,5.0,13.0,8.0,5.0,0.0
2005-05-25 00:00:00,Congo,Maniema Union (owner Victoria Air),Antonov AN-12BP,27.0,22.0,5.0,27.0,22.0,5.0,0.0
2005-06-02 11:15:00,Sudan,Marsland Aviation,Antonov AN-24B,42.0,36.0,6.0,7.0,6.0,1.0,0.0
2005-07-16 10:00:00,Equatorial Guinea,Ecuatair,Antonov AN-24B,60.0,54.0,6.0,60.0,54.0,6.0,0.0
2005-08-02 16:04:00,Canada,Air France,Airbus A-340,309.0,297.0,12.0,0.0,0.0,0.0,0.0
2005-08-06 15:40:00,Italy,Tuninter,ATR-72-202,39.0,35.0,4.0,16.0,14.0,2.0,0.0
2005-08-10 12:43:00,Estonia,Copterline,Sikorsky S-76C,14.0,12.0,2.0,14.0,12.0,2.0,0.0
2005-08-14 12:20:00,Greece,Helios Airways,Boeing 737-31S,121.0,115.0,6.0,121.0,115.0,6.0,0.0
2005-08-16 03:30:00,Venezuela,West Caribbean Airways,McDonnell Douglas MD-82,160.0,152.0,8.0,160.0,152.0,8.0,0.0
2005-08-23 15:06:00,Peru,TANS Peru,Boeing B-737-244,98.0,92.0,6.0,40.0,36.0,4.0,0.0
2005-09-05 09:40:00,Indonesia,Mandala Airlines,Boeing 737-230,117.0,112.0,5.0,99.0,94.0,5.0,44.0
2005-09-05 07:30:00,Democtratic Republic Congo,Kavatshi Airlines,Antonov 26B,11.0,7.0,4.0,11.0,7.0,4.0,0.0
2005-09-09 15:45:00,Congo,Air Kasai,Antonov AN-26A,14.0,11.0,3.0,14.0,11.0,3.0,0.0
2005-10-04 00:00:00,Democratic Republic Cogo,Wimbi Dira Airways,Antonov 12V,100.0,96.0,4.0,2.0,2.0,0.0,0.0
2005-10-22 20:40:00,Nigeria,Bellview Airlines,Boeing B-737-2L9,117.0,111.0,6.0,117.0,111.0,6.0,0.0
2005-12-06 14:15:00,Iran,Islamic Republic of Iran Air Force,Lockheed C-130B Hercules,94.0,84.0,10.0,94.0,84.0,10.0,14.0
2005-12-08 19:15:00,Illinois,Southwest Airlines,Boeing B-737-7H4,103.0,98.0,5.0,0.0,0.0,0.0,1.0
2005-12-10 14:08:00,Nigeria,Sosoliso Airlines,McDonnell DC-9-32,110.0,103.0,7.0,108.0,101.0,7.0,0.0
2005-12-19 14:40:00,Florida,Chalk's Ocean Airways,Grumman G73T Turbo Mallard,20.0,18.0,2.0,20.0,18.0,2.0,0.0
2005-12-23 22:27:00,Azerbaijan,Azerbaijan Airlines,Antonov AN-140-100,23.0,18.0,5.0,23.0,18.0,5.0,0.0
2006-01-02 11:11:00,Near Karkov,Evolga,British Aerospace BAe-125-700A,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2006-01-07 00:00:00,Iraq,US Army,UH-60L Black Hawk,12.0,10.0,2.0,12.0,10.0,2.0,0.0
2006-01-08 13:00:00,Uganda,Service Air,Antonov 12,6.0,0.0,6.0,6.0,0.0,6.0,0.0
2006-01-09 09:30:00,Iran,Iranian Revolutionary Guard Corps Air Force,Dassault Falcon 20,11.0,8.0,3.0,11.0,8.0,3.0,0.0
2006-01-19 19:30:00,Hungary,Slovak Air Force,Antonov AN-24V,43.0,35.0,8.0,42.0,34.0,8.0,0.0
2006-02-05 16:53:00,Wisconson,Air Cargo Carriers,Shorts 360-100 /Shorts 360-300,3.0,1.0,2.0,3.0,1.0,2.0,0.0
2006-02-08 12:12:00,Tennessee,TriCoastal Air,Swearingen SA.226TC Metro II,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2006-03-31 17:39:00,Brazil,Team Air,Let L410UVP-E20,19.0,17.0,2.0,19.0,17.0,2.0,0.0
2006-04-10 10:00:00,Kenya,Kenya Air Force,Harbin Yunshuji Y-12-II,17.0,13.0,4.0,14.0,12.0,2.0,0.0
2006-04-23 04:55:00,Cameroon,Lybian Arab Air Force,Antonov 74TK-200,6.0,0.0,6.0,6.0,0.0,6.0,0.0
2006-04-24 11:45:00,Afghanistan,U.S. Government (leased),Antonov AN-32B,16.0,12.0,4.0,2.0,0.0,2.0,3.0
2006-05-03 02:15:00,Russia,Armavia,Airbus A320-211,113.0,105.0,8.0,113.0,105.0,8.0,0.0
2006-05-14 12:32:00,Saskatchewan,Saskatchewan Government Northern Air Operations,Convair CV-580,3.0,0.0,3.0,1.0,0.0,1.0,0.0
2006-05-23 18:22:00,Off São Tomé Island,Air São Tomé,de Havilland Canada DHC-6 Twin Otter 300,4.0,2.0,2.0,4.0,2.0,2.0,0.0
2006-06-03 15:00:00,China,Chinese Air Force,KJ-2000,40.0,35.0,5.0,40.0,35.0,5.0,0.0
2006-06-11 18:30:00,Chad,Chadian Air Force,Lockheed C-130 Hercules,7.0,0.0,7.0,5.0,0.0,5.0,0.0
2006-06-21 12:03:00,Napal,Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,9.0,6.0,3.0,9.0,6.0,3.0,0.0
2006-07-07 15:35:00,Democratic Republic Congo,Mango Airlines,Antonov AN-12B,5.0,2.0,3.0,5.0,2.0,3.0,0.0
2006-07-09 07:44:00,Russia,Sibir (S7),Airbus A-310-324ET,203.0,195.0,8.0,125.0,120.0,5.0,0.0
2006-07-10 12:05:00,Pakistan,Pakistan International Airlines,Fokker F-27 Friendship 200,45.0,41.0,4.0,45.0,41.0,4.0,0.0
2006-07-27 00:00:00,Afghanistan,Afghan Army,Mil Mi-8,17.0,14.0,3.0,17.0,14.0,3.0,0.0
2006-08-03 00:00:00,Democratic Republic Congo,Tracep,Antonov AN-28,17.0,14.0,3.0,17.0,14.0,3.0,0.0
2006-08-04 09:30:00,Vermont,AirNow,Embraer 110 Bandeirante,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2006-08-13 20:15:00,Italy,Air Algerie,Lockheed L-100-30 Hercules,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2006-08-22 15:30:00,Ukraine,Pulkovo Airlines,Tupolev Tu-154M,170.0,160.0,10.0,170.0,160.0,10.0,0.0
2006-08-27 06:07:00,Kentucky,Comair,Canadair CRJ-200ER,50.0,47.0,3.0,49.0,47.0,2.0,0.0
2006-09-01 13:45:00,Iran,Iran Air Tours,Tupolev Tu-154M,148.0,137.0,11.0,29.0,29.0,0.0,0.0
2006-09-02 16:30:00,Afghanistan,Royal Air Force,British Aerospace Nimrod MR-2,14.0,12.0,2.0,14.0,12.0,2.0,0.0
2006-09-11 17:30:00,Russia,Russian Army,Mi-8 helicopter,15.0,12.0,3.0,12.0,12.0,0.0,0.0
2006-09-17 10:15:00,Nigeria,Nigerian Air Force,Dornier 228,18.0,15.0,3.0,13.0,11.0,2.0,0.0
2006-09-29 15:59:00,Brazil,Gol Airlines / Private,Boeing B-737-8EH /EMB-135JB,161.0,153.0,8.0,154.0,148.0,6.0,0.0
2006-10-10 07:35:00,Norway,Atlantic Airways,BAe 146-200,16.0,12.0,4.0,4.0,3.0,1.0,0.0
2006-10-19 07:30:00,Russia,Russian Air Force/Uzbekistan Airways,Antonov An-2,15.0,13.0,2.0,15.0,13.0,2.0,0.0
2006-10-29 11:30:00,Nigeria,ADC Airlines,Boeing 737-2B7,105.0,100.0,5.0,96.0,92.0,4.0,0.0
2006-11-17 08:07:00,Indonesia,Trigana Air Service,de Havilland Canada DHC-6 Twin Otter 300,12.0,9.0,3.0,12.0,9.0,3.0,0.0
2006-11-18 21:00:00,Colombia,Aerosucre Colombia,Boeing 727-23F,5.0,2.0,3.0,5.0,2.0,3.0,0.0
2006-11-27 07:20:00,Iran,Iranian Revolutionary Guard Corps Air Force,Antonov 74T-200,38.0,32.0,6.0,38.0,32.0,6.0,0.0
2006-12-10 02:00:00,California,Mercy Air Services,Bell 412,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2007-01-01 14:07:00,Indonesia,Adam Air,Boeing B-737-4Q8,102.0,96.0,6.0,102.0,96.0,6.0,0.0
2007-01-09 00:00:00,Iraq,Moldovan Aeriantur-M Air Cargo,Antonov 26B-100,35.0,30.0,5.0,34.0,29.0,5.0,0.0
2007-01-20 00:00:00,Iraq,US Army,Sikorsky UH-60L Black Hawk,14.0,10.0,4.0,14.0,10.0,4.0,0.0
2007-01-25 11:15:00,France,Regional Compagnie Aerienne Europeenne,Fokker 100,54.0,50.0,4.0,0.0,0.0,0.0,1.0
2007-03-07 07:14:00,Indonesia,Garuda Indonesia Airlines,Boeing B-737-497,140.0,133.0,7.0,22.0,21.0,1.0,0.0
2007-03-08 15:00:00,Hawaii,Heli-USA Airways,Aerospatiale AS350BA Rotocraft,7.0,6.0,1.0,4.0,3.0,1.0,0.0
2007-03-11 23:20:00,Hawaii,Inter-Island,Mc Donnell Douglas 369FF Rotocraft,5.0,4.0,1.0,1.0,1.0,0.0,0.0
2007-03-14 00:00:00,Brazil,"Bahia Taxi Aéreo	Bahia Taxi Aéreo	Bahia Taxi Aéreo",Rockwell 500S Shrike Commander,4.0,2.0,2.0,4.0,2.0,2.0,0.0
2007-03-17 11:40:00,Russia,UTAir Airlines,Tuolev 134AK,57.0,50.0,7.0,6.0,6.0,0.0,0.0
2007-03-23 17:00:00,Somalia,Transaviaexport Airlines,Ilushin Il-76TD,11.0,5.0,6.0,11.0,5.0,6.0,0.0
2007-04-25 14:05:00,Guyana,Air Services,Pilatus Britten Norman BN-2A-27 Islander,5.0,4.0,1.0,3.0,2.0,1.0,0.0
2007-04-27 11:34:00,Chechnya,Russian,Mi 8,18.0,15.0,3.0,18.0,15.0,3.0,0.0
2007-05-05 00:08:00,Cameroon,Kenya Airways,Boeing B-737-8AL,114.0,105.0,9.0,114.0,105.0,9.0,0.0
2007-05-06 09:10:00,Egypt,French Air Force,de Havilland Canada DHC-6 Twin Otter,9.0,5.0,4.0,9.0,5.0,4.0,0.0
2007-05-17 11:00:00,Congo,Safe Air Complany,Let 410UVP,3.0,1.0,2.0,3.0,1.0,2.0,0.0
2007-05-24 17:45:00,Peru,Peruvian Air Force,de Havilland Canada DHC-6 Twin Otter 300,20.0,17.0,3.0,13.0,10.0,3.0,0.0
2007-06-03 20:30:00,Sierra Leone,Paramount Airlilnes,Mi-8,22.0,20.0,2.0,21.0,20.0,1.0,0.0
2007-06-04 16:04:00,Wisconson,University of Michigan Health System,Cessna 550 Citation II,6.0,4.0,2.0,6.0,4.0,2.0,0.0
2007-06-13 00:00:00,Mongolia,Mongolian Defense Ministry,Mi-8,22.0,19.0,3.0,15.0,12.0,3.0,0.0
2007-06-21 00:00:00,Congo,Karibu Airways,Let 410UVP,25.0,22.0,3.0,1.0,1.0,0.0,0.0
2007-06-25 10:40:00,Cambodia,PMT Air,Antonov AN-24V,22.0,16.0,6.0,22.0,16.0,6.0,0.0
2007-06-28 13:40:00,Angola,TAAG Angola Airlines,Boeing 737-2M2,78.0,69.0,9.0,5.0,4.0,1.0,0.0
2007-07-05 09:30:00,Mexico,Jett Paqueteria SA,North American CT-39A Sabreline,3.0,0.0,3.0,3.0,0.0,3.0,6.0
2007-07-08 13:00:00,Canada,Liard Air,de Havilland DHC-6 Twim Otter 100,5.0,3.0,2.0,1.0,1.0,0.0,0.0
2007-07-17 18:52:00,Brazil,TAM (Brazil),Airbus A-320-233,187.0,181.0,6.0,187.0,181.0,6.0,12.0
2007-07-23 13:00:00,Ethiopia,Djibouti Airlines,Antonov AN-26V,9.0,3.0,6.0,1.0,1.0,0.0,0.0
2007-07-24 14:05:00,Alaska,Taquan Air Service,de Havilland DHC-2 MK.1 Beaver,5.0,4.0,1.0,5.0,4.0,1.0,0.0
2007-07-29 04:17:00,Russia,Atran,Antonov AN-12BP,9.0,0.0,9.0,9.0,0.0,9.0,0.0
2007-08-09 12:00:00,French Polynesia,Air Moorea,de Havilland Canada DHC-6 Twin Otter 300,20.0,19.0,1.0,20.0,19.0,1.0,0.0
2007-08-16 23:16:00,Alaska,SeaWind Aviation,de Havilland Canada DHC-2 Beaver,10.0,9.0,1.0,6.0,6.0,0.0,0.0
2007-08-20 10:33:00,Japan,China Airlines,Boeing 737-809,165.0,157.0,8.0,0.0,0.0,0.0,0.0
2007-08-22 00:36:00,Brazil,Two Taxi Aero,Embraer EMB-110P1 Bandeirant,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2007-08-22 00:00:00,Iraq,U.S. Army,UH-60 Blackhawk helilcopter,14.0,12.0,2.0,14.0,12.0,2.0,0.0
2007-08-26 16:00:00,Democratic Republic Congo,Great Lakes Business Complany,Antonov AN-32,15.0,12.0,3.0,14.0,11.0,3.0,0.0
2007-09-07 00:00:00,Democratic Republic Congo,Galaxy Kavatsi Airlines,Antonov AN-12BP,8.0,6.0,2.0,8.0,6.0,2.0,0.0
2007-09-16 15:35:00,Thailand,One-Two-Go Airlines,McDonnell Douglas MD-82,130.0,123.0,7.0,90.0,85.0,5.0,0.0
2007-09-24 13:00:00,DR Congo,Karibu Airways,Let 410,6.0,5.0,1.0,1.0,0.0,1.0,0.0
2007-10-04 10:40:00,DR Congo,Africa One Congo,Antonov AN-26,22.0,17.0,5.0,21.0,17.0,4.0,30.0
2007-10-08 15:30:00,Colombia,Nacional de Aviacion,Let 410 UVP-E10A,17.0,15.0,2.0,17.0,15.0,2.0,0.0
2007-11-08 08:00:00,Sudan,Juba Air Cargo,Antonov 12,4.0,0.0,4.0,0.0,0.0,0.0,2.0
2007-11-30 01:36:00,Turkey,Atlasjet Airlines,McDonnell Douglas MD-83,57.0,50.0,7.0,57.0,50.0,7.0,0.0
2007-12-03 17:18:00,Alaska,"Evergreen Alaska Helicopters, Inc.",Eurocopter Deutschland BK117C1,4.0,3.0,1.0,4.0,3.0,1.0,0.0
2007-12-05 06:48:00,Ohio,Castle Aviation,Cessna 208B Caravan I Super Cargomaster,2.0,1.0,1.0,2.0,1.0,1.0,0.0
2008-01-04 09:48:00,Venezuela,Transaven,Let 410 UVP-E3,18.0,16.0,2.0,18.0,16.0,2.0,0.0
2008-01-12 00:00:00,Macedonia,Macedonian Air Force,Mi-17 Helicopter,11.0,10.0,1.0,11.0,10.0,1.0,0.0
2008-01-17 12:43:00,England,British Airways,Boeing 777-236ER,152.0,136.0,16.0,0.0,0.0,0.0,0.0
2008-01-23 19:00:00,Poland,Polish Air Force,CASA C-295M,20.0,16.0,4.0,20.0,16.0,4.0,0.0
2008-01-26 09:35:00,Indonesia,Dirgantara Air Service,CASA NC-212-200,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2008-02-21 17:00:00,Venezuela,Santa Barbara Airlines,ATR-42-300,46.0,43.0,3.0,46.0,43.0,3.0,0.0
2008-02-26 16:16:00,Argentina,Brazilian Helicopter Service Air Taxi,Eurocopter  AS332L2 Super Puma,20.0,17.0,3.0,5.0,4.0,1.0,0.0
2008-03-03 16:00:00,Nepal,United Nations Mission,Mi-17,10.0,7.0,3.0,10.0,7.0,3.0,0.0
2008-04-03 11:00:00,Suriname,Blue Wing Airlines,Antonov An-28,19.0,17.0,2.0,19.0,17.0,2.0,0.0
2008-04-09 23:27:00,Australia,Avtex Air Services,Swearingen SA227AC Metroliner III,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2008-04-11 22:15:00,Moldova,Kata Transportation,Antonov An-32,8.0,0.0,8.0,8.0,0.0,8.0,0.0
2008-04-15 14:30:00,Congo,Hewa Bora Airways,McDonnell Douglas DC-9-51,85.0,79.0,6.0,0.0,0.0,0.0,47.0
2008-04-16 14:23:00,Equatorial Guinea,Government of Equatorial Guinea,Antonov An-32B,13.0,8.0,5.0,13.0,8.0,5.0,0.0
2008-04-28 09:38:00,Black Sea,Naftogaz,Mil Mi-8T,20.0,18.0,2.0,20.0,18.0,2.0,0.0
2008-05-17 16:30:00,Washington,Chelan Air Service,de Havilland Canada DHC-2 Mark I Beaver,5.0,4.0,1.0,2.0,2.0,0.0,0.0
2008-05-24 09:30:00,California,Island Express Helicopter Service,Eurocopter AS350D Astar,6.0,5.0,1.0,4.0,3.0,1.0,0.0
2008-05-26 18:15:00,Russia,Moskovia Airlines,Antonov An-12,9.0,0.0,9.0,9.0,0.0,9.0,0.0
2008-05-29 14:13:00,Panama,Servicio Aereo Nacional,Bell UN-1N Huey,12.0,9.0,3.0,11.0,9.0,2.0,0.0
2008-05-30 09:40:00,Honduras,TACA International Airlines,Airbus A-320-233,136.0,131.0,5.0,3.0,2.0,1.0,2.0
2008-06-08 07:45:00,Texas,PHI Air Medical,Bell 407,4.0,1.0,3.0,4.0,1.0,3.0,0.0
2008-06-10 20:45:00,Sudan,Sudan Airways,Airbus A-310-324,214.0,203.0,11.0,32.0,31.0,1.0,0.0
2008-06-18 10:03:00,Massachusetts,Wiggins Airways,de Havilland Canada DHC-6 Twin Otter 100,1.0,0.0,1.0,1.0,0.0,1.0,0.0
2008-06-20 00:00:00,Thailand,Thai Army,Bell UH-1N,10.0,8.0,2.0,10.0,8.0,2.0,0.0
2008-06-26 15:03:00,Indonesia,Indonesian Air Force,CASA NC-212,18.0,13.0,5.0,18.0,13.0,5.0,0.0
2008-06-27 07:05:00,Sudan,Juba Air Cargo,Antonov 12BK,8.0,6.0,2.0,7.0,5.0,2.0,0.0
2008-06-29 15:48:00,Arizona,Air Methods / Classic Helicopters,Bell 407 / Bell 407,7.0,5.0,2.0,6.0,4.0,2.0,0.0
2008-06-30 07:00:00,Sudan,Ababeel Aviaition,Ilysushin Il-76TD,4.0,0.0,4.0,4.0,0.0,4.0,0.0
2008-07-06 02:15:00,Mexico,USA Jet Airlines,Douglas DC9-15F,2.0,0.0,2.0,1.0,0.0,1.0,0.0
2008-07-07 03:50:00,Colombia,Centurian Air Cargo,Boeing B-747-209BSF,8.0,0.0,8.0,0.0,0.0,0.0,3.0
2008-07-31 09:53:00,Minnesota,East Coast Jets,British Aerospace BAe-125-800A,8.0,6.0,2.0,8.0,6.0,2.0,0.0
2008-08-03 07:00:00,Canada,Pacific Coastal Airlines,Grumman G-21A Goose,7.0,6.0,1.0,5.0,4.0,1.0,0.0
2008-08-05 19:30:00,California,Junction City Fire Department,Sikorsky S-61N,13.0,11.0,2.0,9.0,8.0,1.0,0.0
2008-08-06 11:40:00,Thailand,Royal Thai Air Force,Bell Huey UH-1H,10.0,8.0,2.0,10.0,8.0,2.0,0.0
2008-08-13 07:30:00,Somalia,Fly 540,Fokker F-27 Friendship 500,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2008-08-20 14:45:00,Spain,Spanair,McDonnell Douglas MD-82,172.0,166.0,6.0,154.0,148.0,6.0,0.0
2008-08-24 20:30:00,Kyrgyzstan,Itek Air,Boeing B-737-219,90.0,83.0,7.0,68.0,67.0,1.0,0.0
2008-08-30 21:50:00,Ecuador,Conviasa,Boeing B-737-291,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2008-09-01 12:10:00,Ohio,Air Tahoma,Convair CV-580,3.0,0.0,3.0,3.0,0.0,3.0,0.0
2008-09-03 20:20:00,United Arab Emirates,Aerogulf,Bell 212,7.0,5.0,2.0,7.0,5.0,2.0,0.0
2008-09-14 03:15:00,Russia,Aeroflot,Boeing B-737-505,88.0,82.0,6.0,88.0,82.0,6.0,0.0
2008-09-19 23:53:00,South Carolina,Global Executive Aviation,Learjet 60,6.0,4.0,2.0,4.0,2.0,2.0,0.0
2008-09-27 03:57:00,Maryland,Maryland State Police,Aerospatiale SA365N-1 Dauphin II,5.0,4.0,1.0,4.0,3.0,1.0,0.0
2008-10-08 07:31:00,Nepal,Yeti Airlines,de Havilland Canada DHC-6 Twin Otter 300,19.0,16.0,3.0,18.0,16.0,2.0,0.0
2008-10-15 23:58:00,Illinois,Air Angles Inc.,Bell 222,4.0,1.0,3.0,4.0,1.0,3.0,0.0
2008-11-13 11:35:00,Iraq,Falcon Aviation Group,Antonov An-12,7.0,0.0,7.0,7.0,0.0,7.0,0.0
2008-11-16 10:32:00,Canada,Pacific Coastal Airlines,Grumman G-21A Goose,8.0,7.0,1.0,7.0,6.0,1.0,0.0
2008-11-27 17:00:00,France,XL Airways leased from Air New Zealand,Airbus A320-232,7.0,0.0,7.0,7.0,0.0,7.0,0.0
2008-12-03 12:13:00,Puerto Rico,Webstas Aviation Services Inc.,Rockwell International 690B,3.0,2.0,1.0,3.0,2.0,1.0,0.0
2008-12-11 06:25:00,Texas,Rotorcraft Leasing Co,Bell 206-L4 Jet Ranger III,5.0,3.0,2.0,5.0,3.0,2.0,0.0
2008-12-15 16:40:00,Off Turks and Caicos Islands,Alantis Aviation,Britten Norman BN-2A Trislander Mk3,12.0,11.0,1.0,12.0,11.0,1.0,0.0
2008-12-20 18:18:00,Colorado,Continental Airlines,Boeing 737-500,115.0,110.0,5.0,0.0,0.0,0.0,0.0
2009-01-01 04:37:00,Texas,Empire Airlines leased from FedEx,ATR-42-320,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2009-01-04 15:30:00,Near Houma Louisiana,Petroleum Helicopters Inc,Sikorsky S-76C++,9.0,7.0,2.0,8.0,6.0,2.0,0.0
2009-01-15 00:00:00,Afghanistan,Afghan Army,Mil Mi-17,13.0,11.0,2.0,13.0,11.0,2.0,0.0
2009-01-15 15:06:00,New York,US Airways,Airbus A320-214,155.0,150.0,5.0,0.0,0.0,0.0,0.0
2009-02-07 14:00:00,Brazil,Aerotaxi Manaus,Bandeirante EMB-110P1,28.0,26.0,2.0,24.0,22.0,2.0,0.0
2009-02-12 22:17:00,New York,Continental Connection/Colgan Air,Bombardier DHC-8-402 Q400,49.0,44.0,5.0,49.0,44.0,5.0,1.0
2009-02-15 19:15:00,Chile,Flight Service,Bell UH-1H,13.0,12.0,1.0,13.0,12.0,1.0,0.0
2009-02-20 04:10:00,Egypt,Aerolift,Antonov 12V,5.0,0.0,5.0,5.0,0.0,5.0,0.0
2009-02-25 10:31:00,Netherlands,Turkish Airlines,Boeing 737-8F2,134.0,127.0,7.0,9.0,6.0,3.0,0.0
2009-03-09 05:40:00,Uganda,Aerolift,Ilyushin Il-76T,11.0,7.0,4.0,11.0,7.0,4.0,0.0
2009-03-12 09:48:00,Newfoundland,Cougar Helicopters,Sikorsky S-92A,18.0,16.0,2.0,17.0,15.0,2.0,0.0
2009-03-22 14:28:00,Montana,Eagle Cap Leasing,Pilatus PC-12/45,14.0,13.0,1.0,14.0,13.0,1.0,0.0
2009-03-23 06:48:00,Japan,FedEx,McDonnell Douglas MD-11,2.0,0.0,2.0,2.0,0.0,2.0,0.0
2009-04-01 14:00:00,Scotland,Bond Offshore Helicopters,Eurocopter AS 332L2 Super Puma 2,16.0,14.0,2.0,16.0,14.0,2.0,0.0
2009-04-06 12:30:00,Indonesia,Indonesian Air Force,Fokker F-27 Friendship 400M,24.0,18.0,6.0,24.0,18.0,6.0,0.0
2009-04-09 07:00:00,Indonesia,Aviastar Mandiri,British Aerospace BAe-146-300,6.0,0.0,6.0,6.0,0.0,6.0,0.0
